Education_Level,Time_since_promotion,Growth_Rate,Travel_Rate,Post_Level,Pay_Scale,Work_Life_balance,Attrition_rate,Ratio_Age_Time_of_service
4,0,32,1,3,4.0,3.0,0.1558,0.0
3,1,32,2,5,8.0,1.0,0.1977,0.2972972972972973
2,3,40,1,3,5.0,1.0,0.6753,0.1724137931034483
2,4,44,1,3,9.0,3.0,0.262,0.4780380063343891
3,1,53,2,4,8.0,3.0,0.243,0.20588235294117646
3,1,52,0,2,6.0,4.0,0.0158,0.14814814814814814
3,2,34,1,4,4.0,1.0,0.1344,0.07692307692307693
3,3,32,2,2,8.0,3.0,0.0609,0.16279069767441862
1,4,72,1,1,4.0,3.0,0.2886,0.3611111111111111
3,3,64,0,3,4.0,3.0,0.2326,0.2826086956521739
3,3,73,2,2,6.0,1.0,0.0442,0.20833333333333334
3,3,64,0,2,3.0,3.0,0.2496,0.12903225806451613
3,1,54,0,2,9.0,3.0,0.0346,0.1724137931034483
1,4,48,0,2,4.0,4.0,0.0908,0.3333333333333333
3,3,23,1,5,3.0,1.0,0.0668,0.18518518518518517
4,3,67,1,2,4.0,1.0,0.0282,0.11538461538461539
1,4,49,2,2,8.0,3.0,0.8807,0.4074074074074074
4,1,33,0,2,6.0,4.0,0.0619,0.48936170212765956
3,0,36,0,5,6.0,2.0,0.2244,0.0
3,4,64,0,2,6.0,1.0,0.2739999999999999,0.4067796610169492
3,1,73,2,4,8.0,1.0,0.1479,0.3142857142857143
4,2,37,1,3,4.0,1.0,0.0833,0.38243040506751125
4,2,38,2,4,5.0,3.0,0.0454,0.13636363636363635
2,3,33,1,1,9.0,3.0,0.1582,0.5357142857142857
1,3,72,0,2,7.0,2.0,0.0177,0.5106382978723404
4,1,71,1,5,2.0,2.0,0.2586,0.06451612903225806
3,3,53,1,2,6.0,4.0,0.0334,0.13636363636363635
3,4,24,1,5,6.0,1.0,0.1902,0.14285714285714285
3,1,46,1,3,4.0,1.0,0.1344,0.2127659574468085
1,3,20,1,2,7.0,2.0,0.2414,0.09523809523809523
5,4,67,1,3,7.0,2.0,0.1759,0.5254237288135594
4,4,20,1,3,1.0,4.0,0.0644,0.12618997452448905
3,3,46,1,1,5.0,1.0,0.0333,0.20833333333333334
3,1,54,1,5,5.0,2.0,0.0223,0.14814814814814814
2,1,33,1,3,4.0,2.0,0.7523,0.3055555555555556
5,1,47,1,2,5.0,3.0,0.1371,0.17391304347826086
3,3,59,2,3,3.0,3.0,0.0658,0.3533319286685694
3,2,51,0,2,6.0,2.0,0.1331,0.18518518518518517
3,1,40,0,3,7.0,3.0,0.0335,0.5254237288135594
3,3,21,0,4,9.0,1.0,0.2792,0.13636363636363635
2,1,37,0,4,8.0,1.0,0.0064,0.5
3,2,41,2,3,8.0,2.0,0.1552,0.3684210526315789
3,2,27,0,2,7.0,2.0,0.0048,0.26666666666666666
4,2,68,2,4,1.0,4.0,0.6525,0.1935483870967742
3,2,36,2,1,5.0,4.0,0.1911,0.3
5,2,35,1,3,7.0,2.0,0.0842,0.5737704918032787
3,3,40,0,2,4.0,1.0,0.015,0.17391304347826086
1,2,55,0,3,6.0,3.0,0.0424,0.34615384615384615
4,2,55,1,3,2.0,3.0,0.0125,0.5
3,2,51,0,2,6.0,1.0,0.2642,0.48936170212765956
3,4,48,0,2,4.0,1.0,0.0665,0.4074074074074074
4,1,74,1,4,10.0,1.0,0.5457,0.5087719298245614
3,1,59,1,5,8.0,3.0,0.1025,0.07692307692307693
3,3,25,0,1,5.0,4.0,0.0782,0.24
3,3,30,2,3,9.0,1.0,0.2191,0.20833333333333334
3,1,34,0,4,2.0,4.0,0.1478,0.2549019607843137
5,3,55,1,3,8.0,1.0,0.008,0.18518518518518517
3,1,42,2,3,6.0,4.0,0.0082,0.19148936170212766
4,3,38,1,1,8.0,2.0,0.0105,0.3269230769230769
3,3,62,0,3,8.0,1.0,0.4539,0.25806451612903225
3,3,23,1,4,5.0,3.0,0.1695,0.20833333333333334
4,1,48,2,2,7.0,1.0,0.1305,0.25806451612903225
4,2,66,1,3,6.0,5.0,0.991,0.37777777777777777
4,1,39,2,1,4.0,2.0,0.2118,0.09523809523809523
1,1,47,1,3,6.0,3.0,0.4455,0.17142857142857143
3,1,71,0,2,8.0,1.0,0.0424,0.1111111111111111
3,1,28,2,5,8.0,1.0,0.1495,0.24
5,2,30,2,1,4.0,3.0,0.1587,0.09523809523809523
5,2,44,1,3,6.0,2.0,0.0688,0.3783783783783784
3,1,69,2,1,6.0,1.0,0.0317,0.3783783783783784
3,2,54,0,2,5.0,1.0,0.7704,0.933805811481219
4,2,69,0,2,2.0,3.0,0.1142,0.11904761904761904
1,4,27,0,3,4.0,4.0,0.0961,0.24
2,2,28,1,4,6.0,3.0,0.0899,0.49122807017543857
5,2,52,0,4,4.0,1.0,0.1707,0.20833333333333334
3,2,66,1,3,4.0,4.0,0.0819999999999999,0.09523809523809523
1,2,23,0,3,5.0,1.0,0.1294,0.27450980392156865
2,3,43,2,3,4.0,1.0,0.2867,0.22308440295604823
4,2,69,0,2,6.0,1.0,0.198,0.12618997452448905
4,4,56,1,4,4.0,4.0,0.0226,0.4634146341463415
3,1,33,1,1,5.0,4.0,0.1506,0.5344827586206896
4,3,27,1,1,4.0,4.0,0.1603,0.2222222222222222
3,4,59,0,5,8.0,4.0,0.2177,0.30303030303030304
5,1,54,1,3,10.0,1.0,0.2813,0.05
4,3,59,1,4,4.0,2.0,0.0013,0.22857142857142856
3,1,39,2,2,8.0,1.0,0.0637,0.625
3,3,55,1,5,7.0,2.0,0.0538,0.26666666666666666
3,4,72,2,3,8.0,3.0,0.0622,0.22857142857142856
4,3,43,1,5,9.0,3.0,0.1716,0.18518518518518517
3,1,31,1,3,8.0,3.0,0.2535,0.20833333333333334
4,4,20,1,2,2.0,2.0,0.2136,0.17391304347826086
3,4,64,1,2,8.0,2.0,0.976,0.21428571428571427
3,1,24,0,2,4.0,1.0,0.1567,0.2777777777777778
2,1,44,0,2,7.0,2.0,0.1185,0.4745762711864407
3,2,63,0,4,5.0,4.0,0.0881,0.14285714285714285
3,2,66,0,1,8.0,3.0,0.2354,0.43478260869565216
4,2,58,1,1,7.0,1.0,0.03,0.15142796942938686
4,1,24,0,3,5.0,2.0,0.2374,0.5166666666666667
3,3,46,1,3,5.0,2.0,0.1365,0.2
4,1,67,1,3,5.0,2.0,0.7203,0.2682926829268293
4,4,59,0,2,4.0,3.0,0.1441,0.1724137931034483
1,2,73,1,1,6.0,3.0,0.1409,0.41025641025641024
4,1,43,1,3,2.0,2.0,0.0,0.14814814814814814
4,2,58,1,2,9.0,1.0,0.1172,0.3142857142857143
3,3,32,1,2,8.0,1.0,0.1879,0.25
3,3,54,2,1,9.0,1.0,0.0577,0.13636363636363635
2,3,67,1,2,6.0,2.0,0.419,0.30357142857142855
3,1,74,1,5,6.0,2.0,0.5502,0.05
3,3,34,0,1,7.0,2.0,0.0892,0.47619047619047616
3,3,25,1,4,2.0,2.0,0.4299,0.7066638573371388
4,3,45,1,5,5.0,5.0,0.1746,0.13636363636363635
5,1,23,1,3,6.0,2.0,0.0434,0.2708333333333333
4,2,54,0,4,7.0,1.0,0.0577,0.17391304347826086
4,1,25,0,1,8.0,4.0,0.0011,0.5
4,4,62,2,5,5.0,4.0,0.58,0.2574050803339018
3,3,43,0,3,8.0,3.0,0.1898,0.48936170212765956
4,3,37,1,2,7.0,3.0,0.2206,0.23333333333333334
3,3,31,1,2,8.0,1.0,0.212,0.20833333333333334
2,1,31,1,3,8.0,1.0,0.3738,0.5396825396825397
5,3,61,1,3,5.0,1.0,0.0903,0.13636363636363635
3,3,40,0,2,4.0,2.0,0.1339,0.5625
5,4,31,0,1,8.0,2.0,0.3105,0.26
3,3,29,1,1,5.0,1.0,0.0676,0.17857142857142858
4,1,71,1,3,8.0,1.0,0.7554,0.09523809523809523
4,1,38,0,2,7.0,3.0,0.0509,0.17647058823529413
3,3,24,0,2,6.0,1.0,0.0168,0.24390243902439024
3,3,55,1,1,7.0,3.0,0.1775,0.1724137931034483
4,3,42,1,2,8.0,4.0,0.1701,0.2857142857142857
3,1,48,1,4,7.0,5.0,0.0765,0.5555555555555556
1,3,67,1,1,6.0,3.0,0.0915,0.40425531914893614
3,1,25,1,3,8.0,1.0,0.1397,0.656187867527343
2,1,47,2,3,4.0,3.0,0.1019,0.25806451612903225
4,4,50,0,3,2.0,4.0,0.386,0.18518518518518517
3,4,36,2,3,6.0,4.0,0.0255,0.3785699235734672
3,3,54,0,3,6.0,3.0,0.0781,0.4262295081967213
2,1,59,0,3,6.0,4.0,0.0662,0.10095197961959125
3,3,59,1,3,5.0,2.0,0.0037,0.23333333333333334
1,3,72,1,1,8.0,1.0,0.079,0.20833333333333334
4,4,36,0,3,4.0,1.0,0.682,0.20833333333333334
4,1,56,2,3,4.0,2.0,0.048,0.24
3,0,25,1,3,6.0,2.0,0.0877,0.0
3,0,48,1,2,5.0,3.0,0.1467,0.0
3,3,39,1,2,9.0,4.0,0.0639,0.23404255319148937
5,2,67,0,2,3.0,1.0,0.1903,0.1875
3,3,66,0,3,8.0,3.0,0.0219,0.21875
3,3,22,1,3,8.0,2.0,0.1328,0.17857142857142858
3,3,28,1,2,6.0,2.0,0.0801,0.17391304347826086
4,4,27,1,4,10.0,1.0,0.1006,0.5806451612903226
3,1,40,1,2,8.0,2.0,0.1412,0.13636363636363635
3,3,44,2,4,8.0,1.0,0.0498,0.10095197961959125
5,4,71,2,2,5.0,1.0,0.4586,0.24
4,4,58,2,5,7.0,3.0,0.0181,0.37735849056603776
4,4,71,0,3,4.0,3.0,0.093,0.2571428571428571
5,4,59,0,2,4.0,1.0,0.1758,0.18181818181818182
4,1,58,1,2,6.0,2.0,0.1014,0.5111111111111111
4,3,66,2,2,1.0,3.0,0.0014,0.24
4,4,53,1,2,6.0,1.0,0.1489,0.2523799490489781
5,1,72,1,2,8.0,4.0,0.1547,0.2
3,3,55,1,5,8.0,4.0,0.2831,0.4782608695652174
5,1,61,1,3,6.0,4.0,0.1298,0.12903225806451613
1,4,37,1,3,4.0,2.0,0.0586,0.3333333333333333
4,4,50,1,1,6.0,4.0,0.1915,0.12121212121212122
4,3,31,1,3,5.0,3.0,0.2678,0.6461538461538462
4,3,70,0,5,6.0,1.0,0.0339,0.13636363636363635
3,3,27,2,4,5.0,4.0,0.2357,0.11538461538461539
3,3,49,0,5,4.0,3.0,0.2345,0.3090909090909091
3,1,40,0,2,3.0,2.0,0.0923,0.21428571428571427
5,1,62,0,2,6.0,3.0,0.1919,0.325
5,1,57,0,2,6.0,1.0,0.7211,0.05
2,1,58,1,2,8.0,1.0,0.1571,0.21428571428571427
1,4,51,1,2,5.0,1.0,0.0978,0.656187867527343
3,1,32,0,3,6.0,3.0,0.7193,0.37037037037037035
3,3,59,1,1,8.0,3.0,0.0798,0.37735849056603776
3,2,50,1,1,4.0,2.0,0.5074,0.3333333333333333
4,4,55,1,2,3.0,2.0,0.5464,0.28125
3,4,51,2,5,9.0,4.0,0.0774,0.2222222222222222
2,1,69,1,3,9.0,2.0,0.0071,0.4634146341463415
3,2,45,0,3,8.0,1.0,0.0942,0.3389830508474576
3,3,71,1,2,4.0,3.0,0.2395,0.13636363636363635
1,2,29,2,2,5.0,4.0,0.2562,0.391304347826087
3,4,49,1,3,9.0,3.0,0.2215,0.578125
3,4,45,0,4,9.0,1.0,0.1679,0.4307692307692308
3,3,42,1,2,9.0,4.0,0.0712,0.6166666666666667
1,4,35,1,4,2.0,2.0,0.5248,0.3333333333333333
3,1,46,1,1,9.0,5.0,0.2389,0.2894736842105263
2,1,47,0,4,6.0,3.0,0.0953,0.2222222222222222
4,2,39,1,2,8.0,3.0,0.1724,0.24
2,1,26,1,2,8.0,3.0,0.1004,0.6333333333333333
4,3,21,1,2,9.0,4.0,0.0198,0.21739130434782608
1,3,26,0,1,5.0,3.0,0.1454,0.38243040506751125
1,2,39,0,3,7.0,4.0,0.0386,0.24
3,1,21,1,3,7.0,2.0,0.0666,0.2271419541440803
3,1,69,0,2,5.0,1.0,0.099,0.38596491228070173
4,2,63,1,2,5.0,1.0,0.1296,0.17391304347826086
5,4,65,1,4,5.0,1.0,0.0359,0.24242424242424243
3,3,42,1,4,6.0,3.0,0.1242,0.24
2,3,72,2,2,4.0,3.0,0.1255,0.13636363636363635
3,4,42,1,4,6.0,1.0,0.0403,0.6333333333333333
1,3,28,1,4,9.0,3.0,0.0905,0.12903225806451613
3,3,33,0,5,4.0,3.0,0.1028,0.15384615384615385
4,3,31,2,2,7.0,2.0,0.1732,0.24
3,1,35,0,2,2.0,3.0,0.1427,0.1111111111111111
3,1,67,0,3,9.0,3.0,0.3994,0.28125
5,3,31,1,3,5.0,1.0,0.0088,0.40384615384615385
3,3,42,1,2,8.0,4.0,0.2662,0.13636363636363635
2,2,50,2,3,8.0,4.0,0.0486,0.5409836065573771
4,3,61,2,2,6.0,3.0,0.1147,0.3142857142857143
2,4,38,2,1,7.0,3.0,0.2978,0.23684210526315788
2,1,49,0,2,5.0,3.0,0.6203,0.18518518518518517
4,3,74,0,2,5.0,1.0,0.0178,0.56
4,2,68,1,1,2.0,4.0,0.1896,0.2222222222222222
4,2,35,0,2,4.0,1.0,0.1894,0.1724137931034483
3,3,57,1,1,7.0,4.0,0.2517,0.2413793103448276
2,4,59,1,3,8.0,2.0,0.2971,0.47540983606557374
4,3,24,1,1,8.0,3.0,0.1276,0.11538461538461539
1,1,67,1,2,8.0,3.0,0.0383,0.24390243902439024
4,1,39,2,1,5.0,1.0,0.2958,0.025237994904897813
4,4,23,1,2,5.0,3.0,0.2376,0.47619047619047616
4,3,28,1,2,9.0,3.0,0.1787,0.35
3,1,31,1,3,7.0,3.0,0.0558,0.16129032258064516
3,4,60,2,2,8.0,1.0,0.0764,0.1875
1,4,30,0,4,7.0,3.0,0.2923,0.5454545454545454
5,3,65,1,3,4.0,3.0,0.0046,0.2777777777777778
4,2,49,1,2,5.0,2.0,0.4029,0.3018867924528302
3,1,57,0,3,5.0,1.0,0.2644,0.12618997452448905
3,1,45,0,2,6.0,3.0,0.049,0.24324324324324326
2,2,43,1,1,8.0,3.0,0.9097,0.3508771929824561
4,4,43,1,3,5.0,2.0,0.1851,0.4615539371504446
3,2,34,1,3,6.0,2.0,0.1611,0.24
2,3,70,0,5,5.0,3.0,0.1226,0.12618997452448905
4,1,27,2,4,5.0,3.0,0.2893,0.18518518518518517
3,1,23,0,3,3.0,3.0,0.1042,0.6307692307692307
4,2,25,0,4,7.0,1.0,0.1606,0.34
4,4,48,2,3,7.0,2.0,0.0911,0.21621621621621623
3,1,37,1,3,6.0,4.0,0.0972,0.21875
4,3,71,1,4,8.0,2.0,0.1783,0.3170731707317073
3,4,51,0,1,6.0,2.0,0.49,0.17391304347826086
2,3,45,1,3,1.0,2.0,0.1486,0.13636363636363635
5,3,54,0,2,6.0,2.0,0.182,0.20833333333333334
3,4,21,0,3,4.0,4.0,0.1611,0.2857142857142857
2,3,40,1,3,4.0,4.0,0.1525,0.5
3,4,57,0,4,10.0,2.0,0.0077,0.1935483870967742
3,3,74,1,1,4.0,3.0,0.0108,0.5833333333333334
4,1,35,1,2,5.0,2.0,0.0111,0.1111111111111111
4,1,49,1,5,7.0,2.0,0.2152,0.22857142857142856
5,1,39,1,4,4.0,5.0,0.0919,0.35185185185185186
3,3,20,1,3,6.0,3.0,0.0967,0.5
2,1,57,1,2,4.0,2.0,0.2885,0.5555555555555556
2,4,73,0,3,8.0,3.0,0.24,0.20833333333333334
3,2,62,1,1,8.0,2.0,0.2525,0.2894736842105263
1,4,25,1,3,7.0,1.0,0.08,0.39473684210526316
5,2,30,2,4,5.0,1.0,0.1381,0.26666666666666666
3,2,48,1,3,4.0,1.0,0.2186,0.2727272727272727
3,2,71,0,2,6.0,2.0,0.1485,0.24
3,1,22,1,1,4.0,2.0,0.0259,0.4
2,4,51,1,3,6.0,4.0,0.1001,0.14814814814814814
4,3,25,1,3,8.0,4.0,0.0269,0.34146341463414637
2,4,51,1,3,4.0,3.0,0.0048,0.5
3,1,49,1,2,8.0,2.0,0.1474,0.4888888888888889
5,2,59,0,3,4.0,4.0,0.1692,0.17391304347826086
3,2,45,2,3,5.0,1.0,0.4479999999999999,0.38636363636363635
4,3,63,1,3,3.0,3.0,0.0902,0.3333333333333333
3,2,31,2,5,7.0,3.0,0.0401,0.18604651162790697
2,1,53,1,1,4.0,2.0,0.1232,0.4807692307692308
5,1,65,1,2,4.0,4.0,0.2408,0.05
5,1,21,1,5,1.0,3.0,0.2178,0.17857142857142858
5,4,46,1,3,4.0,1.0,0.1997,0.2708333333333333
2,4,66,0,2,9.0,2.0,0.094,0.21428571428571427
1,4,33,1,4,8.0,3.0,0.0541,0.6307692307692307
3,1,27,1,2,6.0,1.0,0.0097,0.0967741935483871
1,4,29,1,1,8.0,3.0,0.1005,0.34146341463414637
3,4,32,0,4,7.0,3.0,0.1598,0.4290459133832628
3,2,58,0,3,4.0,3.0,0.2391,0.543859649122807
4,3,73,0,5,8.0,1.0,0.1858,0.6071428571428571
4,3,57,1,3,5.0,3.0,0.2394,0.41025641025641024
5,2,72,1,2,5.0,2.0,0.1594,0.18518518518518517
4,1,37,1,3,3.0,2.0,0.1975,0.3148148148148148
3,2,63,1,4,5.0,2.0,0.0378,0.38
2,3,56,1,3,7.0,3.0,0.1563,0.2857142857142857
4,4,53,1,4,4.0,4.0,0.2779,0.2857142857142857
4,2,73,0,1,8.0,2.0,0.0874,0.5111111111111111
4,2,26,2,3,10.0,2.0,0.0899,0.35294117647058826
1,4,60,1,2,1.0,2.0,0.0972,0.15555555555555556
4,2,38,0,3,8.0,3.0,0.047,0.09523809523809523
4,1,64,1,2,5.0,4.0,0.1436,0.6309498726224453
4,2,35,1,2,8.0,1.0,0.1572,0.09523809523809523
5,3,57,0,2,8.0,2.0,0.7317,0.24
3,3,56,0,4,8.0,3.0,0.2661,0.4
4,4,33,1,2,5.0,2.0,0.1702,0.4358974358974359
3,4,24,1,2,4.0,2.0,0.0865,0.21875
3,2,46,0,3,8.0,1.0,0.2789999999999999,0.6166666666666667
3,2,67,0,1,3.0,3.0,0.1996,0.5833333333333334
3,3,71,0,5,1.0,3.0,0.214,0.41828325554259044
2,4,66,1,3,4.0,2.0,0.0655,0.17857142857142858
4,1,39,1,5,7.0,3.0,0.1207,0.4444444444444444
4,1,38,1,3,8.0,1.0,0.2599,0.07692307692307693
3,3,26,1,2,3.0,2.0,0.1181,0.5384615384615384
1,1,54,1,3,7.0,1.0,0.336,0.05
2,3,31,2,3,8.0,3.0,0.4572,0.6166666666666667
4,3,26,1,3,10.0,2.0,0.19,0.07571398471469343
3,3,31,1,3,2.0,3.0,0.0093,0.21428571428571427
1,2,65,1,2,4.0,3.0,0.0362,0.24
3,3,72,1,3,6.0,1.0,0.0985,0.34285714285714286
4,2,36,0,2,7.0,1.0,0.1375,0.35223853098323404
3,4,69,0,3,8.0,3.0,0.2243,0.15555555555555556
4,3,42,1,1,7.0,3.0,0.2748,0.23684210526315788
3,3,30,0,3,6.0,4.0,0.1682,0.20833333333333334
3,3,55,1,2,6.0,1.0,0.1811,0.32432432432432434
4,2,46,1,3,7.0,3.0,0.0469,0.4666666666666667
3,2,60,1,3,9.0,1.0,0.06,0.22580645161290322
4,4,39,0,3,3.0,1.0,0.1126,0.26666666666666666
2,2,21,0,3,5.0,1.0,0.5605,0.07692307692307693
2,4,45,0,2,4.0,2.0,0.1376,0.5166666666666667
4,3,47,1,1,5.0,1.0,0.0982,0.4666666666666667
5,4,28,1,3,4.0,1.0,0.2127,0.4358974358974359
4,3,24,1,3,7.0,2.0,0.0998,0.42105263157894735
2,4,57,1,3,7.0,1.0,0.1965,0.6615384615384615
5,1,26,1,3,1.0,4.0,0.0613,0.5094339622641509
4,1,67,1,3,8.0,3.0,0.0882,0.40560800537463315
4,2,44,1,5,6.0,2.0,0.1338,0.09523809523809523
4,2,34,0,5,8.0,1.0,0.1691,0.04878048780487805
3,3,58,0,5,8.0,4.0,0.4251,0.24
4,3,39,1,1,6.0,3.0,0.1011,0.5185185185185185
3,3,53,0,1,4.0,3.0,0.174,0.16279069767441862
4,3,66,0,3,8.0,3.0,0.8995,0.25
1,1,59,0,4,6.0,2.0,0.0192,0.28125
4,4,31,1,2,3.0,1.0,0.2655,0.15384615384615385
3,3,61,0,2,2.0,2.0,0.1106,0.46511627906976744
3,4,46,1,5,10.0,3.0,0.2118,0.6031746031746031
5,4,45,1,3,8.0,1.0,0.1804,0.3785699235734672
3,2,57,1,4,5.0,3.0,0.0756,0.1935483870967742
4,4,37,1,4,7.0,2.0,0.0628,0.28
3,4,70,0,5,6.0,1.0,0.1754,0.23333333333333334
4,1,57,2,3,6.0,4.0,0.0199,0.4523809523809524
3,1,47,0,5,7.0,4.0,0.1431,0.18518518518518517
5,4,66,1,3,6.0,5.0,0.0722,0.425531914893617
5,4,29,1,1,6.0,3.0,0.2594,0.2974458706080643
2,4,67,1,1,4.0,2.0,0.0736,0.11363636363636363
3,1,52,1,4,5.0,1.0,0.1912,0.45098039215686275
4,1,74,1,4,7.0,3.0,0.1355,0.6615384615384615
3,3,65,1,4,6.0,3.0,0.747,0.423728813559322
4,1,39,1,3,9.0,2.0,0.1199,0.3888888888888889
4,1,68,2,1,6.0,3.0,0.0459,0.3953488372093023
4,3,51,1,5,5.0,4.0,0.0073,0.22580645161290322
1,1,41,1,5,4.0,2.0,0.7528,0.40425531914893614
3,3,54,1,1,5.0,1.0,0.0619,0.13636363636363635
1,4,27,1,2,7.0,4.0,0.1426,0.23529411764705882
3,4,68,1,2,6.0,3.0,0.0035,0.325
3,2,29,2,5,6.0,3.0,0.0001,0.425531914893617
3,2,65,0,2,4.0,4.0,0.1257,0.07692307692307693
4,1,24,1,1,6.0,2.0,0.0045,0.4716981132075472
5,2,40,1,4,4.0,5.0,0.2804,0.24
1,3,28,1,3,4.0,2.0,0.0641,0.5106382978723404
4,2,69,1,4,2.0,3.0,0.1938,0.20833333333333334
3,1,33,0,5,1.0,1.0,0.0529,0.4666666666666667
4,2,41,1,4,6.0,4.0,0.0446,0.28846153846153844
2,4,64,1,3,5.0,1.0,0.145,0.4418604651162791
4,2,49,1,3,9.0,4.0,0.5871,0.2
2,2,48,0,3,5.0,1.0,0.0255,0.42857142857142855
5,1,64,2,4,9.0,4.0,0.15,0.2702702702702703
3,4,44,1,2,4.0,3.0,0.2837,0.4523809523809524
1,3,35,2,3,5.0,3.0,0.1854,0.17391304347826086
4,1,26,1,4,6.0,2.0,0.1137,0.20930232558139536
4,1,52,1,1,2.0,1.0,0.8628,0.21951219512195122
3,2,22,1,2,8.0,2.0,0.4768,0.2702702702702703
3,2,27,1,1,9.0,1.0,0.5026,0.13636363636363635
3,4,54,1,3,6.0,3.0,0.0477,0.38461538461538464
3,4,25,1,1,5.0,1.0,0.1146,0.26666666666666666
4,1,73,1,3,4.0,3.0,0.139,0.3617021276595745
3,3,51,1,2,8.0,2.0,0.1754,0.40540540540540543
4,4,42,1,3,4.0,3.0,0.7862,0.4957431176801072
4,3,55,0,2,6.0,4.0,0.0069,0.3533319286685694
3,1,35,1,3,5.0,2.0,0.1514,0.4827586206896552
1,3,70,1,3,7.0,3.0,0.1365,0.16129032258064516
3,2,69,1,4,6.0,1.0,0.1881,0.39622641509433965
1,3,36,1,3,4.0,1.0,0.0533,0.28846153846153844
5,1,22,0,1,9.0,3.0,0.1874,0.25
3,3,58,0,2,9.0,1.0,0.4707,0.2
3,1,49,1,1,4.0,1.0,0.4475,0.4074074074074074
3,3,68,0,2,8.0,2.0,0.1418,0.20833333333333334
3,4,39,1,1,5.0,1.0,0.1759,0.1951219512195122
3,1,26,1,4,6.0,4.0,0.0112,0.37037037037037035
3,2,52,1,3,7.0,1.0,0.2983,0.13636363636363635
5,2,63,1,2,6.0,3.0,0.1506,0.18518518518518517
3,2,62,1,1,5.0,2.0,0.28,0.20689655172413793
4,1,23,1,5,8.0,3.0,0.1526,0.24
4,1,43,2,2,5.0,2.0,0.0724,0.375
4,4,52,1,3,6.0,2.0,0.0904,0.5370370370370371
3,3,60,1,2,5.0,2.0,0.1533,0.11538461538461539
3,4,53,1,2,6.0,4.0,0.0109,0.509090909090909
3,3,72,2,5,6.0,1.0,0.2132,0.1111111111111111
5,3,35,1,2,6.0,3.0,0.1146,0.20833333333333334
2,2,34,1,4,7.0,3.0,0.2815,0.1111111111111111
3,4,32,1,2,6.0,2.0,0.2941,0.26666666666666666
3,2,40,1,5,4.0,4.0,0.1121,0.25
3,2,63,0,1,5.0,3.0,0.0642,0.4883720930232558
2,2,49,0,5,4.0,3.0,0.7407,0.09523809523809523
3,3,46,1,4,7.0,3.0,0.2801,0.41935483870967744
4,2,51,1,3,5.0,2.0,0.0052,0.33962264150943394
3,1,41,2,4,5.0,2.0,0.5216,0.5666666666666667
2,4,55,0,3,1.0,4.0,0.9121,0.17857142857142858
4,1,25,1,2,2.0,4.0,0.1273,0.47368421052631576
3,3,63,1,1,8.0,4.0,0.19,0.13636363636363635
3,2,51,1,3,5.0,1.0,0.2578,0.22857142857142856
3,1,30,1,3,1.0,3.0,0.1262,0.3709677419354839
2,2,45,1,1,4.0,2.0,0.015,0.22857142857142856
3,1,27,1,2,8.0,2.0,0.1164,0.45
4,3,55,0,3,8.0,1.0,0.1111,0.1111111111111111
4,4,72,0,3,4.0,2.0,0.4639,0.49206349206349204
4,4,56,1,2,4.0,2.0,0.6963,0.22580645161290322
4,4,57,1,2,8.0,1.0,0.0205,0.18518518518518517
5,2,32,1,1,5.0,2.0,0.1277,0.5576923076923077
2,1,36,1,3,5.0,4.0,0.152,0.05
1,4,56,0,1,2.0,2.0,0.1522,0.39473684210526316
1,1,25,1,2,8.0,2.0,0.2544,0.17777777777777778
4,3,63,2,3,4.0,3.0,0.0408,0.4307692307692308
3,0,71,1,3,6.0,1.0,0.0105,0.0
3,4,24,0,3,9.0,3.0,0.1186,0.4782608695652174
4,4,36,0,4,4.0,3.0,0.0252,0.3709677419354839
4,4,65,1,2,5.0,3.0,0.1857,0.5192307692307693
4,4,55,1,3,4.0,2.0,0.2375,0.4406779661016949
1,3,59,1,3,6.0,3.0,0.059,0.36065573770491804
3,2,44,0,2,7.0,3.0,0.1051,0.2608695652173913
4,3,71,1,1,8.0,1.0,0.0698,0.48936170212765956
3,1,36,1,4,8.0,3.0,0.0728,0.34285714285714286
4,2,32,0,3,4.0,1.0,0.0069,0.46153846153846156
3,1,39,0,2,5.0,3.0,0.0637,0.44
3,3,59,1,3,5.0,3.0,0.0015,0.13636363636363635
3,3,26,0,1,6.0,3.0,0.0052,0.1724137931034483
3,4,44,2,1,5.0,1.0,0.7474,0.453125
4,0,63,0,1,9.0,3.0,0.2975,0.0
4,4,33,1,2,3.0,1.0,0.031,0.22686549453157448
3,4,48,2,5,9.0,4.0,0.181,0.2909090909090909
3,3,34,0,2,2.0,4.0,0.1092,0.32558139534883723
3,2,36,1,1,2.0,1.0,0.1196,0.35555555555555557
4,2,63,1,3,4.0,1.0,0.2914,0.6153846153846154
3,4,70,2,2,8.0,3.0,0.1566,0.275
3,3,28,1,3,6.0,2.0,0.1789,0.17857142857142858
4,4,65,1,3,8.0,1.0,0.1777,0.47619047619047616
3,3,41,0,2,6.0,3.0,0.0454,0.24
4,2,24,0,2,6.0,3.0,0.2961,0.5819593120592562
3,1,23,1,2,9.0,3.0,0.1419,0.15142796942938686
3,3,65,1,5,7.0,3.0,0.0552,0.2127659574468085
3,3,33,0,1,2.0,2.0,0.0546,0.4067796610169492
4,2,26,0,4,5.0,4.0,0.1269,0.33962264150943394
5,3,44,1,2,10.0,3.0,0.0251,0.11538461538461539
4,1,72,1,3,7.0,1.0,0.1654,0.24
