Gender,Age,Education_Level,Relationship_Status,Hometown,Unit,Decision_skill_possess,Time_of_service,Time_since_promotion,growth_rate,Travel_Rate,Post_Level,Pay_Scale,Compensation_and_Benefits,Work_Life_balance,Predicciones
M,21.0,2,Married,Lebanon,Operarions,Directive,2.0,2,28,0,4,5.0,type2,3.0,1
F,60.0,3,Single,Springfield,IT,Directive,34.0,2,55,1,3,7.0,type2,4.0,1
F,22.0,4,Single,Franklin,Sales,Behavioral,3.0,2,36,0,1,6.0,type2,4.0,1
F,63.0,4,Single,Washington,Operarions,Directive,31.0,4,72,0,3,4.0,type3,2.0,1
M,26.0,3,Single,Franklin,Marketing,Conceptual,2.0,2,73,1,3,8.0,type2,2.0,0
M,24.0,5,Married,Franklin,IT,Analytical,5.0,2,45,1,1,6.0,type2,2.0,0
F,60.0,4,Single,Lebanon,R&D,Behavioral,37.0,4,31,2,3,6.0,type3,3.0,0
F,32.0,3,Single,Springfield,Logistics,Analytical,5.0,2,58,1,3,8.0,type4,2.0,0
F,52.0,5,Single,Clinton,IT,Behavioral,18.0,4,56,1,2,8.0,type2,2.0,0
F,47.0,4,Single,Lebanon,Purchasing,Behavioral,14.0,4,67,0,2,8.0,type4,1.0,0
F,29.0,4,Married,Washington,Logistics,Conceptual,6.0,1,50,1,3,9.0,type3,2.0,1
F,35.0,3,Married,Lebanon,IT,Conceptual,7.0,3,28,1,1,5.0,type2,3.0,0
F,58.0,4,Married,Springfield,Marketing,Directive,23.0,2,25,2,1,6.0,type2,2.0,0
M,42.0,3,Married,Lebanon,IT,Analytical,17.0,1,45,1,4,10.0,type2,4.0,0
M,59.0,1,Single,Washington,Logistics,Conceptual,20.0,2,48,1,4,4.0,type3,4.0,0
M,30.0,3,Married,Franklin,Accounting and Finance,Conceptual,6.0,4,32,1,5,6.0,type2,3.0,1
F,49.0,4,Married,Lebanon,Quality,Directive,17.0,3,23,1,3,8.0,type2,1.0,1
F,29.0,5,Single,Lebanon,Logistics,Behavioral,6.0,4,36,1,2,8.0,type3,1.0,0
M,23.0,4,Married,Franklin,Sales,Conceptual,4.0,2,41,1,4,5.0,type4,1.0,0
M,39.0,1,Married,Lebanon,Logistics,Directive,14.0,2,36,1,5,4.0,type3,3.0,1
F,38.0,3,Single,Lebanon,IT,Conceptual,13.0,2,59,1,5,7.0,type2,1.0,0
F,20.0,3,Married,Franklin,IT,Directive,1.0,1,64,1,3,5.0,type2,3.0,0
M,26.0,5,Married,Lebanon,IT,Analytical,4.0,1,20,0,1,5.0,type2,2.0,0
F,54.0,3,Married,Clinton,Security,Analytical,25.0,3,35,0,3,2.0,type3,3.0,1
F,20.0,3,Married,Washington,Accounting and Finance,Behavioral,1.0,1,69,1,1,1.0,type3,4.0,1
M,48.0,4,Married,Springfield,Logistics,Directive,14.0,3,23,1,2,4.0,type2,4.0,1
M,65.0,4,Married,Franklin,IT,Analytical,42.0,3,31,1,3,5.0,type2,3.0,0
M,25.0,4,Married,Lebanon,Quality,Conceptual,6.0,4,71,1,4,5.0,type2,2.0,0
M,21.0,2,Single,Springfield,IT,Analytical,2.0,2,65,2,2,8.0,type2,1.0,1
M,20.0,1,Married,Springfield,Logistics,Analytical,1.0,1,72,0,4,4.0,type3,2.0,0
M,34.0,4,Single,Lebanon,Quality,Analytical,12.0,2,26,2,3,10.0,type2,2.0,0
M,24.0,2,Single,Washington,Sales,Directive,5.0,1,74,1,2,10.0,type2,2.0,1
M,37.0,3,Married,Washington,Logistics,Conceptual,11.0,1,32,2,5,8.0,type3,1.0,1
M,26.0,1,Married,Clinton,Logistics,Analytical,3.0,2,28,1,3,4.0,type2,3.0,0
M,28.0,1,Married,Washington,Accounting and Finance,Analytical,6.0,2,20,0,3,5.0,type3,2.0,1
M,43.0,1,Single,Clinton,R&D,Conceptual,12.0,1,28,2,3,6.0,type3,2.0,0
F,20.0,4,Married,Franklin,Operarions,Analytical,1.0,1,67,1,2,7.0,type2,4.0,1
F,20.0,3,Married,Washington,R&D,Analytical,1.0,1,47,0,5,7.0,type3,4.0,1
F,26.0,3,Single,Franklin,Logistics,Conceptual,2.0,2,33,1,3,6.0,type2,3.0,0
F,22.0,2,Married,Springfield,Human Resource Management,Analytical,3.0,3,42,1,3,4.0,type2,3.0,0
M,39.0,1,Single,Lebanon,Operarions,Directive,16.0,2,73,1,1,6.0,type3,3.0,0
M,42.0,2,Single,Springfield,R&D,Analytical,18.0,2,48,0,4,3.0,type2,1.0,0
F,25.0,3,Married,Lebanon,IT,Conceptual,6.0,1,44,0,5,2.0,type2,1.0,0
F,22.0,4,Single,Franklin,IT,Behavioral,3.0,1,51,1,2,6.0,type3,1.0,0
F,49.0,4,Married,Lebanon,Operarions,Directive,16.0,2,66,1,3,6.0,type2,4.0,0
F,19.0,3,Single,Washington,Logistics,Behavioral,0.0,0,57,1,3,4.0,type2,3.0,0
F,24.0,4,Married,Lebanon,Accounting and Finance,Analytical,5.0,1,21,0,1,5.0,type2,3.0,1
M,23.0,4,Married,Springfield,IT,Directive,4.0,3,24,1,2,8.0,type2,1.0,1
F,47.0,3,Married,Springfield,Logistics,Behavioral,10.0,1,23,1,3,8.0,type3,2.0,1
M,39.0,1,Married,Lebanon,Logistics,Directive,14.0,2,36,1,5,4.0,type3,3.0,1
M,30.0,5,Single,Springfield,Operarions,Conceptual,6.0,3,49,0,4,5.0,type2,4.0,1
F,30.0,3,Married,Lebanon,Sales,Analytical,6.0,4,45,0,2,4.0,type3,4.0,0
F,21.0,3,Single,Lebanon,Sales,Analytical,2.0,1,71,1,2,6.0,type2,2.0,1
M,43.0,3,Married,Clinton,Purchasing,Analytical,5.0,3,66,1,3,8.0,type2,2.0,1
F,39.0,3,Single,Springfield,Operarions,Directive,17.0,3,74,2,3,5.0,type2,3.0,1
M,22.0,2,Married,Washington,Security,Analytical,3.0,3,20,1,4,3.0,type2,1.0,1
F,57.0,3,Married,Franklin,Logistics,Behavioral,25.0,3,20,0,1,2.0,type2,2.0,0
F,57.0,4,Married,Lebanon,Security,Analytical,27.0,1,61,1,4,5.0,type4,3.0,1
M,62.0,5,Married,Franklin,Logistics,Conceptual,35.0,3,24,2,4,6.0,type1,4.0,0
M,60.0,3,Married,Franklin,Security,Directive,32.0,3,43,2,4,6.0,type2,3.0,1
F,22.0,4,Single,Franklin,Sales,Behavioral,3.0,2,36,0,1,6.0,type2,4.0,1
F,23.0,4,Married,Springfield,IT,Directive,4.0,4,30,0,2,9.0,type2,2.0,1
M,45.0,4,Married,Clinton,Accounting and Finance,Behavioral,15.0,1,36,1,3,7.0,type4,2.0,0
F,56.0,3,Married,Springfield,Production,Conceptual,33.0,4,38,1,3,6.0,type3,3.0,1
M,30.0,3,Married,Springfield,Logistics,Behavioral,6.0,1,37,2,2,3.0,type2,5.0,1
F,42.0,4,Married,Washington,Human Resource Management,Directive,17.0,3,37,0,3,5.0,type2,4.0,0
F,20.0,1,Single,Franklin,Sales,Directive,1.0,1,73,1,1,6.0,type3,3.0,1
M,28.0,4,Single,Lebanon,Logistics,Conceptual,6.0,2,33,1,1,7.0,type2,2.0,0
F,20.0,3,Married,Washington,Sales,Directive,1.0,1,23,2,3,1.0,type2,3.0,1
F,31.0,4,Single,Springfield,Quality,Analytical,9.0,4,43,0,4,6.0,type3,3.0,1
F,29.0,4,Married,Washington,Logistics,Conceptual,6.0,1,50,1,3,9.0,type3,2.0,1
M,47.0,3,Single,Lebanon,Logistics,Conceptual,25.0,3,37,2,3,8.0,type2,1.0,0
F,32.0,4,Single,Springfield,Marketing,Analytical,9.0,3,31,0,5,8.0,type3,1.0,1
F,23.0,2,Single,Lebanon,Logistics,Directive,4.0,3,27,2,4,3.0,type3,1.0,0
M,24.0,3,Single,Lebanon,Operarions,Directive,5.0,2,23,1,4,6.0,type2,2.0,0
F,60.0,5,Single,Lebanon,IT,Analytical,28.0,2,30,0,3,4.0,type4,4.0,0
M,31.0,4,Single,Franklin,Operarions,Behavioral,6.0,2,68,2,4,1.0,type3,4.0,1
M,51.0,3,Married,Washington,IT,Behavioral,26.0,2,43,1,3,8.0,type2,2.0,0
M,35.0,3,Single,Springfield,Operarions,Directive,10.0,1,58,0,3,4.0,type2,3.0,1
F,47.0,4,Married,Springfield,IT,Behavioral,23.0,3,56,0,1,8.0,type3,3.0,0
F,30.0,2,Married,Springfield,Security,Behavioral,7.0,4,53,0,5,2.0,type2,3.0,0
F,52.0,4,Married,Lebanon,Sales,Behavioral,17.0,2,49,0,3,4.0,type2,4.0,0
M,19.0,1,Single,Springfield,IT,Analytical,0.0,0,61,1,4,10.0,type3,1.0,0
F,27.0,4,Married,Springfield,Sales,Analytical,4.0,4,59,1,3,2.0,type2,3.0,0
M,52.0,4,Married,Springfield,Human Resource Management,Directive,27.0,2,62,0,3,9.0,type2,1.0,1
F,51.0,2,Single,Lebanon,IT,Directive,24.0,4,52,1,1,3.0,type2,3.0,0
M,33.0,2,Married,Franklin,Accounting and Finance,Directive,10.0,4,61,0,2,5.0,type2,3.0,1
F,22.0,5,Single,Washington,Accounting and Finance,Conceptual,3.0,2,52,2,1,2.0,type2,2.0,1
F,26.0,4,Single,Washington,Sales,Conceptual,2.0,2,40,0,5,4.0,type2,4.0,1
F,28.0,3,Single,Lebanon,Production,Behavioral,5.0,1,53,1,3,6.0,type3,3.0,1
M,29.0,3,Married,Lebanon,Sales,Analytical,6.0,1,42,2,2,1.0,type2,1.0,0
F,65.0,1,Single,Washington,IT,Directive,29.0,4,41,0,3,7.0,type2,1.0,1
M,39.0,4,Married,Lebanon,R&D,Directive,12.0,1,33,1,2,6.0,type2,3.0,1
F,48.0,3,Single,Springfield,Sales,Conceptual,22.0,1,73,1,4,4.0,type2,2.0,1
F,37.0,5,Married,Franklin,Logistics,Conceptual,13.0,3,61,1,4,8.0,type2,2.0,0
F,31.0,2,Married,Lebanon,Operarions,Behavioral,2.0,2,56,2,2,8.0,type2,4.0,0
M,60.0,3,Single,Clinton,Logistics,Conceptual,30.0,4,70,1,2,8.0,type2,3.0,1
F,23.0,4,Married,Springfield,IT,Directive,4.0,4,30,0,2,9.0,type2,2.0,1
F,22.0,3,Single,Franklin,Marketing,Conceptual,3.0,3,58,1,4,5.0,type3,2.0,1
F,59.0,4,Single,Springfield,Sales,Analytical,32.0,1,35,1,3,6.0,type3,1.0,0
M,47.0,4,Single,Franklin,R&D,Conceptual,15.0,3,54,0,2,8.0,type3,1.0,1
M,45.0,4,Married,Springfield,Logistics,Behavioral,6.0,1,36,1,3,5.0,type3,1.0,0
F,45.0,5,Single,Lebanon,Logistics,Analytical,10.0,4,24,1,2,7.0,type2,3.0,0
F,44.0,3,Married,Springfield,Logistics,Behavioral,22.0,3,30,0,3,4.0,type2,1.0,0
M,20.0,3,Single,Lebanon,R&D,Analytical,1.0,1,40,1,1,3.0,type2,3.0,1
F,22.0,3,Married,Clinton,Purchasing,Behavioral,3.0,3,73,0,3,8.0,type2,1.0,1
F,48.0,3,Married,Springfield,Sales,Analytical,17.0,2,50,1,4,6.0,type3,1.0,0
F,46.0,5,Single,Lebanon,IT,Directive,19.0,2,23,1,3,7.0,type1,4.0,1
F,43.0,3,Married,Springfield,Human Resource Management,Directive,18.0,2,27,2,4,3.0,type2,1.0,0
M,65.0,3,Married,Clinton,IT,Behavioral,37.0,3,39,1,3,2.0,type2,2.0,0
F,37.0,2,Single,Springfield,Logistics,Analytical,12.0,3,20,1,5,6.0,type2,1.0,1
F,31.0,3,Single,Springfield,Marketing,Analytical,5.0,2,62,0,3,4.0,type2,2.0,0
M,57.0,2,Single,Lebanon,Sales,Analytical,24.0,4,40,1,2,4.0,type2,3.0,1
M,24.0,2,Married,Clinton,Sales,Conceptual,5.0,2,38,1,2,8.0,type2,3.0,1
F,56.0,1,Single,Lebanon,Human Resource Management,Directive,32.0,2,26,0,3,9.0,type3,3.0,1
F,56.0,3,Married,Lebanon,R&D,Analytical,20.0,1,26,1,1,7.0,type2,1.0,1
F,42.0,3,Married,Lebanon,Sales,Directive,20.0,3,22,2,3,9.0,type3,1.0,1
F,60.0,3,Married,Franklin,IT,Directive,37.0,4,29,0,1,8.0,type2,2.0,1
F,21.0,5,Married,Springfield,Human Resource Management,Conceptual,2.0,1,64,0,5,10.0,type2,4.0,1
F,28.0,4,Married,Washington,Sales,Analytical,6.0,1,34,0,1,7.0,type3,1.0,0
F,50.0,3,Married,Lebanon,Operarions,Directive,19.0,2,64,1,3,6.0,type2,2.0,0
F,59.0,3,Single,Washington,IT,Analytical,34.0,3,57,1,4,9.0,type2,3.0,0
F,60.0,3,Married,Springfield,Accounting and Finance,Behavioral,21.0,4,41,0,3,6.0,type3,4.0,1
M,57.0,3,Married,Springfield,Accounting and Finance,Analytical,28.0,1,74,1,5,9.0,type2,4.0,0
M,47.0,3,Married,Springfield,Quality,Analytical,12.0,2,44,1,3,4.0,type2,1.0,0
F,42.0,5,Married,Springfield,Human Resource Management,Conceptual,4.0,4,34,0,4,2.0,type2,1.0,0
M,47.0,4,Single,Springfield,R&D,Analytical,11.0,2,32,0,3,5.0,type3,3.0,1
F,27.0,2,Married,Springfield,IT,Behavioral,5.0,2,26,0,1,5.0,type2,4.0,0
M,37.0,3,Married,Franklin,Operarions,Behavioral,15.0,2,27,0,2,10.0,type3,3.0,0
M,48.0,3,Married,Springfield,Sales,Conceptual,19.0,4,54,1,2,5.0,type1,2.0,0
F,21.0,4,Married,Lebanon,Marketing,Behavioral,2.0,1,39,2,1,4.0,type2,2.0,0
M,32.0,3,Single,Springfield,Accounting and Finance,Conceptual,7.0,1,37,1,3,6.0,type3,4.0,0
M,51.0,1,Married,Lebanon,IT,Analytical,29.0,3,54,1,3,4.0,type2,2.0,0
M,47.0,4,Single,Springfield,R&D,Analytical,11.0,2,32,0,3,5.0,type3,3.0,1
F,27.0,2,Married,Lebanon,R&D,Behavioral,4.0,4,31,1,5,4.0,type2,4.0,1
F,47.0,4,Single,Lebanon,Logistics,Behavioral,15.0,1,65,1,3,6.0,type2,2.0,0
F,27.0,4,Married,Springfield,Purchasing,Behavioral,3.0,1,21,1,4,4.0,type3,2.0,0
F,57.0,3,Married,Franklin,Logistics,Behavioral,25.0,3,20,0,1,2.0,type2,2.0,0
M,36.0,3,Married,Franklin,Logistics,Conceptual,14.0,1,34,0,3,6.0,type3,4.0,0
M,20.0,1,Single,Lebanon,IT,Analytical,1.0,1,45,0,3,6.0,type2,3.0,1
M,63.0,3,Married,Clinton,IT,Analytical,38.0,2,28,2,5,7.0,type3,1.0,1
F,42.0,4,Single,Lebanon,Purchasing,Directive,9.0,1,40,1,4,7.0,type2,4.0,0
M,20.0,3,Married,Springfield,Marketing,Conceptual,1.0,1,27,0,2,4.0,type3,3.0,0
M,37.0,3,Married,Franklin,Sales,Behavioral,13.0,4,38,1,5,8.0,type3,1.0,0
F,32.0,3,Single,Springfield,Security,Directive,7.0,1,64,0,3,6.0,type3,1.0,0
F,58.0,3,Single,Franklin,Operarions,Behavioral,31.0,1,62,0,1,3.0,type3,2.0,1
F,25.0,3,Married,Clinton,Operarions,Conceptual,6.0,4,51,1,1,6.0,type2,4.0,1
F,62.0,3,Married,Springfield,Marketing,Behavioral,29.0,1,30,0,3,8.0,type0,4.0,1
M,60.0,1,Married,Springfield,Sales,Analytical,31.0,1,42,1,3,6.0,type2,3.0,1
M,57.0,1,Single,Lebanon,Operarions,Directive,35.0,1,38,1,1,4.0,type3,1.0,1
M,35.0,4,Married,Franklin,Accounting and Finance,Analytical,8.0,2,33,0,5,7.0,type2,1.0,0
F,32.0,4,Single,Lebanon,Sales,Behavioral,3.0,3,34,1,5,4.0,type2,1.0,0
F,62.0,3,Married,Springfield,Marketing,Behavioral,29.0,1,30,0,3,8.0,type0,4.0,1
F,38.0,1,Single,Springfield,Human Resource Management,Directive,14.0,1,57,1,4,8.0,type2,1.0,1
F,48.0,3,Single,Lebanon,R&D,Directive,24.0,3,42,1,3,6.0,type2,1.0,1
M,24.0,4,Married,Lebanon,Operarions,Directive,5.0,1,24,1,4,4.0,type3,4.0,0
M,47.0,4,Single,Franklin,R&D,Analytical,25.0,2,33,1,5,9.0,type4,4.0,1
M,22.0,3,Married,Springfield,Logistics,Directive,3.0,3,73,2,2,6.0,type2,4.0,1
M,32.0,4,Married,Springfield,IT,Conceptual,3.0,2,37,1,5,7.0,type2,3.0,0
F,49.0,1,Single,Springfield,Human Resource Management,Behavioral,18.0,1,55,2,2,8.0,type2,4.0,0
M,35.0,4,Married,Franklin,IT,Behavioral,7.0,3,64,1,4,5.0,type2,2.0,0
M,31.0,3,Married,Springfield,R&D,Analytical,7.0,1,57,0,2,8.0,type2,3.0,0
M,31.0,5,Married,Springfield,R&D,Directive,5.0,4,28,1,4,8.0,type2,3.0,1
M,55.0,3,Married,Springfield,Quality,Behavioral,17.0,1,43,0,3,3.0,type2,2.0,0
F,25.0,2,Single,Washington,Production,Directive,6.0,1,44,2,2,5.0,type2,1.0,0
M,38.0,2,Single,Franklin,Human Resource Management,Conceptual,10.0,4,41,2,5,4.0,type2,3.0,1
M,53.0,3,Married,Springfield,IT,Conceptual,14.0,4,28,1,4,9.0,type3,2.0,0
M,38.0,2,Single,Washington,Logistics,Conceptual,15.0,4,25,0,3,4.0,type3,2.0,1
M,43.0,3,Married,Clinton,Purchasing,Analytical,5.0,3,66,1,3,8.0,type2,2.0,1
M,43.0,3,Married,Lebanon,R&D,Behavioral,14.0,1,29,1,2,6.0,type3,3.0,1
F,28.0,4,Single,Springfield,Purchasing,Behavioral,6.0,2,36,2,2,2.0,type2,4.0,1
F,21.0,1,Married,Springfield,IT,Behavioral,2.0,2,23,0,3,4.0,type3,1.0,0
F,19.0,3,Single,Franklin,R&D,Conceptual,0.0,0,23,2,3,7.0,type3,3.0,1
M,30.0,5,Single,Lebanon,R&D,Analytical,7.0,2,37,0,3,8.0,type3,4.0,1
F,26.0,1,Married,Lebanon,R&D,Directive,3.0,2,51,0,3,2.0,type3,4.0,0
F,49.0,3,Single,Washington,Operarions,Behavioral,26.0,4,46,1,3,7.0,type2,2.0,1
M,44.0,4,Married,Springfield,Logistics,Analytical,6.0,3,41,1,3,7.0,type3,3.0,1
F,55.0,1,Married,Springfield,Operarions,Behavioral,25.0,2,39,1,4,7.0,type3,4.0,0
F,25.0,3,Married,Clinton,IT,Directive,6.0,1,23,1,1,5.0,type0,1.0,0
M,58.0,3,Single,Lebanon,Logistics,Directive,32.0,3,68,0,4,7.0,type2,1.0,0
M,19.0,1,Single,Lebanon,Purchasing,Conceptual,0.0,0,38,0,3,6.0,type0,4.0,1
F,43.0,5,Married,Lebanon,Purchasing,Conceptual,7.0,2,25,1,1,5.0,type3,2.0,0
M,42.0,1,Married,Springfield,Purchasing,Directive,15.0,4,58,1,2,6.0,type3,3.0,1
M,25.0,3,Married,Lebanon,Sales,Directive,6.0,2,31,1,1,6.0,type3,1.0,0
M,50.0,2,Married,Clinton,Accounting and Finance,Behavioral,14.0,1,47,0,2,8.0,type2,2.0,0
M,52.0,4,Single,Lebanon,IT,Analytical,26.0,4,62,0,4,9.0,type3,4.0,0
F,57.0,3,Married,Lebanon,IT,Conceptual,29.0,3,47,2,4,5.0,type2,3.0,0
M,60.0,3,Married,Springfield,Production,Conceptual,23.0,1,42,2,1,9.0,type2,3.0,0
M,28.0,4,Married,Franklin,IT,Directive,6.0,2,48,1,4,6.0,type2,2.0,0
F,45.0,3,Single,Lebanon,IT,Directive,6.0,4,62,1,3,6.0,type3,4.0,1
M,33.0,2,Married,Lebanon,Logistics,Conceptual,7.0,4,39,1,2,4.0,type3,2.0,1
F,30.0,4,Married,Lebanon,IT,Behavioral,8.0,4,39,0,3,3.0,type2,1.0,0
M,48.0,4,Married,Washington,Purchasing,Analytical,13.0,1,40,1,1,6.0,type3,4.0,0
M,30.0,4,Married,Springfield,IT,Conceptual,8.0,1,44,0,5,6.0,type2,1.0,1
M,44.0,3,Married,Franklin,Sales,Directive,18.0,2,73,1,2,8.0,type0,2.0,1
F,46.0,5,Married,Washington,Accounting and Finance,Analytical,15.0,1,29,1,2,6.0,type2,3.0,1
M,47.0,4,Single,Franklin,R&D,Analytical,25.0,2,33,1,5,9.0,type4,4.0,1
M,41.0,5,Single,Franklin,Logistics,Conceptual,2.0,2,30,0,5,6.0,type4,1.0,1
F,54.0,5,Married,Lebanon,R&D,Conceptual,32.0,1,66,1,3,4.0,type2,4.0,1
M,22.0,3,Married,Lebanon,Operarions,Analytical,3.0,3,27,1,3,8.0,type2,4.0,0
F,30.0,3,Married,Lebanon,Sales,Behavioral,6.0,3,62,1,5,5.0,type3,2.0,1
F,64.0,3,Married,Franklin,IT,Directive,32.0,3,44,0,2,6.0,type0,2.0,0
F,62.0,3,Married,Springfield,Marketing,Behavioral,29.0,1,30,0,3,8.0,type0,4.0,1
F,35.0,4,Single,Lebanon,Purchasing,Behavioral,13.0,3,68,1,3,6.0,type2,1.0,0
F,36.0,4,Married,Franklin,IT,Conceptual,12.0,3,46,1,5,5.0,type3,4.0,1
F,29.0,2,Married,Springfield,IT,Behavioral,5.0,3,40,1,3,5.0,type0,1.0,1
F,36.0,1,Married,Lebanon,R&D,Conceptual,8.0,1,30,0,2,4.0,type2,3.0,0
M,38.0,2,Single,Lebanon,Sales,Behavioral,9.0,4,24,1,4,5.0,type3,1.0,1
F,60.0,3,Single,Lebanon,Sales,Behavioral,29.0,1,40,0,5,3.0,type3,2.0,0
F,38.0,1,Single,Springfield,Human Resource Management,Directive,14.0,1,57,1,4,8.0,type2,1.0,1
F,49.0,3,Married,Lebanon,R&D,Directive,10.0,3,36,2,2,6.0,type2,3.0,1
F,21.0,5,Married,Springfield,Human Resource Management,Conceptual,2.0,1,64,0,5,10.0,type2,4.0,1
F,38.0,4,Married,Springfield,R&D,Analytical,13.0,1,47,1,3,1.0,type2,4.0,0
M,54.0,1,Single,Lebanon,Sales,Behavioral,20.0,3,49,1,1,10.0,type3,1.0,1
F,41.0,2,Single,Clinton,Sales,Conceptual,17.0,1,30,1,3,8.0,type2,1.0,0
M,21.0,5,Married,Clinton,Human Resource Management,Conceptual,2.0,2,28,1,3,8.0,type2,2.0,0
F,28.0,4,Single,Springfield,Purchasing,Behavioral,6.0,2,36,2,2,2.0,type2,4.0,1
M,52.0,3,Married,Lebanon,Production,Directive,22.0,3,43,0,3,8.0,type2,3.0,0
F,24.0,3,Married,Lebanon,Sales,Analytical,5.0,2,67,0,3,2.0,type1,1.0,1
F,19.0,4,Single,Washington,Logistics,Analytical,0.0,0,53,0,3,9.0,type2,1.0,1
M,46.0,2,Married,Washington,Accounting and Finance,Behavioral,20.0,3,54,0,2,8.0,type2,3.0,0
M,26.0,1,Single,Franklin,R&D,Behavioral,3.0,3,71,0,3,5.0,type2,1.0,1
F,20.0,1,Married,Springfield,Purchasing,Behavioral,1.0,1,73,2,3,8.0,type3,1.0,1
M,47.0,3,Married,Lebanon,Logistics,Conceptual,20.0,1,62,0,2,8.0,type4,3.0,0
M,22.0,5,Married,Lebanon,Sales,Analytical,3.0,3,49,1,4,4.0,type2,3.0,1
F,32.0,5,Married,Lebanon,R&D,Directive,9.0,1,60,0,2,8.0,type2,4.0,0
F,24.0,4,Married,Franklin,Sales,Behavioral,5.0,4,61,1,1,2.0,type3,4.0,1
F,27.0,1,Married,Lebanon,Purchasing,Directive,3.0,3,57,1,3,8.0,type2,3.0,0
M,28.0,4,Married,Lebanon,Accounting and Finance,Behavioral,6.0,1,24,2,3,5.0,type1,4.0,0
M,30.0,1,Married,Springfield,IT,Behavioral,6.0,2,30,2,3,6.0,type1,2.0,1
M,47.0,2,Married,Washington,Sales,Behavioral,23.0,3,40,2,1,4.0,type3,2.0,0
M,41.0,4,Single,Springfield,Operarions,Directive,13.0,3,43,0,3,5.0,type2,3.0,1
M,30.0,2,Married,Washington,IT,Analytical,6.0,3,63,2,1,8.0,type2,3.0,0
F,51.0,1,Married,Lebanon,IT,Directive,22.0,4,46,1,3,5.0,type2,1.0,0
F,36.0,1,Married,Clinton,Logistics,Behavioral,12.0,4,35,1,4,2.0,type2,2.0,1
F,19.0,3,Single,Clinton,Logistics,Conceptual,0.0,0,64,1,3,4.0,type2,4.0,0
F,43.0,3,Single,Springfield,Operarions,Behavioral,12.0,3,66,0,3,8.0,type3,1.0,0
F,42.0,1,Single,Springfield,R&D,Analytical,15.0,2,20,1,4,8.0,type2,3.0,1
F,31.0,3,Married,Clinton,Human Resource Management,Directive,3.0,1,32,0,3,9.0,type2,1.0,1
M,21.0,2,Married,Springfield,Purchasing,Behavioral,2.0,2,67,1,2,6.0,type2,3.0,1
M,30.0,4,Married,Franklin,Operarions,Behavioral,6.0,2,74,0,4,7.0,type2,4.0,1
F,32.0,3,Married,Springfield,IT,Conceptual,5.0,2,54,2,3,6.0,type3,4.0,0
M,20.0,4,Single,Springfield,Logistics,Behavioral,1.0,1,68,2,3,3.0,type2,2.0,1
F,43.0,5,Married,Springfield,IT,Analytical,18.0,4,59,1,3,5.0,type1,3.0,0
M,21.0,4,Married,Lebanon,Human Resource Management,Conceptual,2.0,2,39,1,2,8.0,type2,4.0,0
M,24.0,3,Single,Lebanon,R&D,Behavioral,5.0,3,51,0,5,5.0,type4,1.0,0
F,34.0,3,Married,Springfield,R&D,Analytical,12.0,3,71,1,5,7.0,type4,3.0,0
M,63.0,3,Married,Clinton,IT,Analytical,38.0,2,28,2,5,7.0,type3,1.0,1
M,28.0,2,Married,Washington,Logistics,Conceptual,5.0,4,37,1,3,5.0,type3,2.0,1
F,37.0,4,Single,Lebanon,Sales,Analytical,14.0,1,66,1,5,5.0,type3,4.0,0
M,33.0,5,Single,Lebanon,Purchasing,Directive,5.0,4,33,1,4,4.0,type3,2.0,1
F,36.0,4,Single,Springfield,R&D,Conceptual,9.0,3,66,0,3,8.0,type2,3.0,1
M,26.0,4,Single,Lebanon,Logistics,Conceptual,3.0,3,66,2,4,4.0,type2,2.0,0
F,22.0,4,Married,Washington,Purchasing,Directive,3.0,2,47,1,5,8.0,type3,2.0,1
F,26.0,3,Married,Clinton,Logistics,Directive,3.0,3,66,1,2,6.0,type2,4.0,1
M,44.0,4,Single,Lebanon,Quality,Behavioral,14.0,2,48,1,3,6.0,type0,3.0,1
M,20.0,5,Married,Washington,Logistics,Analytical,1.0,1,24,1,1,10.0,type2,3.0,1
F,60.0,4,Married,Springfield,IT,Conceptual,33.0,1,42,0,3,1.0,type2,4.0,1
F,58.0,4,Married,Springfield,IT,Directive,35.0,4,53,2,3,8.0,type3,2.0,0
M,65.0,3,Single,Springfield,Marketing,Behavioral,42.0,4,21,1,3,7.0,type2,1.0,1
M,32.0,3,Single,Springfield,Purchasing,Conceptual,7.0,2,47,1,2,3.0,type2,3.0,1
F,65.0,1,Married,Lebanon,IT,Conceptual,39.0,3,57,0,2,8.0,type2,2.0,1
F,31.0,3,Single,Springfield,Purchasing,Analytical,7.0,4,31,1,3,2.0,type3,3.0,1
M,37.0,2,Married,Clinton,IT,Analytical,12.0,1,57,2,1,8.0,type3,2.0,1
M,60.0,2,Married,Lebanon,Logistics,Analytical,23.0,4,38,0,4,4.0,type4,4.0,0
M,31.0,4,Married,Clinton,IT,Behavioral,2.0,1,71,0,3,6.0,type3,2.0,0
F,24.0,4,Single,Lebanon,Sales,Behavioral,5.0,4,36,0,3,4.0,type2,1.0,1
F,32.0,4,Married,Springfield,IT,Analytical,5.0,2,61,1,2,7.0,type2,1.0,1
M,54.0,4,Single,Lebanon,Operarions,Behavioral,21.0,1,25,0,2,7.0,type2,1.0,0
F,40.0,4,Single,Franklin,Production,Conceptual,17.0,2,51,2,4,10.0,type2,2.0,0
M,23.0,4,Single,Springfield,Purchasing,Analytical,4.0,1,36,0,4,7.0,type2,4.0,1
